% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=1019976, Mon Aug  5 20:21:00 2024, <python>{}</python>
1 10 0.9222591529375058 1.0000437509570452 4.346915996971191 4.3469159969711910e+00 5.467198588548587 6.800452360039495 0.42217704455476124   
2 20 0.8667266097840053 1.1605366139962288 3.951654670008406 3.9516546700084061e+00 4.884531530768587 6.043664299197555 0.9808874261698151   
3 30 0.7389689826738975 1.199203930641459 3.4190204048805026 3.4190204048805026e+00 4.96771487777713 6.190143931807025 1.3912929534796277   
4 40 0.6382983182875892 1.239029728866369 2.838768203932141 2.8387682039321409e+00 4.945703596415939 5.388125637391067 1.387475662605762   
5 50 0.551526479488348 1.306556611962919 2.838768203932141 2.8945901131290417e+00 4.303813866511604 4.82828745494502 0.43957839038871427   
6 60 0.503487522735565 1.3743282375207146 2.838768203932141 3.0189028322479143e+00 3.920958252113824 4.642259705893814 0.7619917947935018   
7 70 0.4886446219298181 1.3298409102732311 2.838768203932141 3.0869038830458320e+00 3.7629437111583433 4.419404328085612 0.6869262763836406   
8 80 0.4749243978562614 1.36991742267755 2.830139568837652 2.8301395688376521e+00 3.715496230439826 5.094846618556332 0.6273696947315592   
9 90 0.44062572693403723 1.3949232131945744 1.9790753787608186 1.9790753787608186e+00 3.8250102601289844 4.738872684954984 0.6436826599061192   
10 100 0.446584984565296 1.4459630504623122 1.9790753787608186 2.7146981087420134e+00 3.5580780516747947 3.8489404041066533 0.6817444873316099   
11 110 0.4181875653728392 1.5018884814035083 1.9790753787608186 2.1652629123115834e+00 3.609886987412978 4.84662457295153 0.9364430631794427   
12 120 0.36713303071857073 1.5638108774036066 1.9790753787608186 2.2178831206602507e+00 3.321974636699839 4.10457459142253 0.8531984301209974   
13 130 0.31929304343401604 1.5464954632491799 1.9790753787608186 2.1065566594308049e+00 3.228981620119342 3.680046995730177 1.178482272153218   
14 140 0.29926618987707876 1.5548630294964798 1.9790753787608186 2.1428769790609974e+00 2.713218076827698 3.34804649955456 0.7181940294752707   
15 150 0.29309667644224124 1.5322364458718747 0.7523750444859236 7.5237504448592363e-01 2.7890414220380007 3.4533108626809015 0.8156568471039165   
16 160 0.25628148690932206 1.5358251435066055 0.7523750444859236 1.0260025504045172e+00 2.6473856050685716 3.204414703060515 0.7299670255578832   
17 170 0.23809878181484043 1.61929730604877 0.7523750444859236 1.8798310981502380e+00 2.1050574670803113 2.321024820682663 0.3246340741443774   
18 180 0.21713737601569527 1.6139171226834024 0.7523750444859236 1.0412946925480253e+00 1.7326788317116528 2.5844530465953217 0.9192175344356741   
